,State,County,Democratic,Republican,FIPS,Total Population,Citizen Voting-Age Population,"Percent White, not Hispanic or Latino","Percent Black, not Hispanic or Latino",Percent Hispanic or Latino,Percent Foreign Born,Percent Female,Percent Age 29 and Under,Percent Age 65 and Older,Median Household Income,Percent Unemployed,Percent Less than High School Degree,Percent Less than Bachelor's Degree,Percent Rural,Party,Percent Age between 30 and 64 inclusive,Percent Male,Percent more than High School Degree,Percent more than Bachelor's Degree,Citizen Voting-Age Population voted
608,OH,union,8964.0,14747.0,39159,53955,,90.87758317,2.344546381,1.516078213,3.299045501,52.15828005,39.23454731,11.2204615,71282,3.735749564,8.064021415,70.90873602,49.95219885,Rep,49.54499119,47.84171995,91.935978585,29.091263979999994,23711.0
609,OH,vinton,1641.0,2467.0,39163,13128,,96.87690433,0.220901889,0.213284583,0.167580743,49.59628275,36.63162706,15.39457648,41080,10.71062521,19.17276558,90.44133954,100.0,Rep,47.97379646,50.40371725,80.82723442,9.558660459999999,4108.0
610,OH,warren,35815.0,63757.0,39165,222184,159065.0,87.45544234,3.381881684,2.533935837,6.067493609,49.76460951,38.70395708,12.91002052,76200,5.016710517,7.119778287999999,59.04353116,17.26620058,Rep,48.3860224,50.23539049,92.88022171200001,40.95646884,99572.0
611,OH,washington,9259.0,13908.0,39167,61154,,95.36416261,1.1005003759999998,1.013833927,1.4308140109999998,50.59685384,34.48343526,19.15164993,44763,4.689885327,9.795325011000001,81.59078847,56.56220661,Rep,46.36491481,49.40314616,90.204674989,18.409211529999993,23167.0
612,OH,wayne,15495.0,24324.0,39169,115747,86045.0,94.03785843,1.551660086,1.79788677,2.068304146,50.44450396,40.44424478,16.08508212,51363,4.271733073,14.57342214,78.53235014,51.00069857,Rep,43.4706731,49.55549604,85.42657786,21.467649859999995,39819.0
613,OH,williams,5272.0,7927.0,39171,37270,,93.27341025,1.078615508,4.043466595,1.333512208,50.53125838,36.57633485,17.48054736,45044,5.79099907,11.38965424,85.80076837,63.62839382,Rep,45.94311779,49.46874162,88.61034576,14.19923163,13199.0
614,PA,adams,14880.0,23419.0,42001,101759,78370.0,89.76208493,1.352214546,6.604821195,3.978026514,50.63630735,35.81403119,18.25587909,61927,5.524954721,12.20774812,78.13326544,53.67578175,Rep,45.93008971999999,49.36369265,87.79225188,21.866734559999998,38299.0
615,PA,allegheny,355907.0,176351.0,42003,1230360,,79.36823369,12.82502682,1.890097207,5.620224975,51.80036737,36.39243799,17.40368673,54357,6.406960858,6.132273227000001,60.93041857,2.486291717,Demo,46.203875280000005,48.19963263,93.867726773,39.06958143,532258.0
616,PA,armstrong,8570.0,15449.0,42005,67512,54155.0,97.33528854,0.93909231,0.6754354779999999,0.641367461,50.37178576,31.89507051,20.24232729,45879,7.733723391,10.90001415,84.49582634,67.48669152,Rep,47.862602200000005,49.62821424,89.09998585,15.504173660000006,24019.0
617,PA,beaver,34442.0,31916.0,42007,169205,134970.0,89.85136373,5.992730711,1.423716793,1.647114447,51.52330014,33.27088443,19.68263349,51887,6.1052342039999985,8.067557529,76.59567521,25.82752332,Demo,47.046482080000004,48.47669986,91.932442471,23.404324790000004,66358.0
618,PA,bedford,4567.0,14044.0,42009,48852,38650.0,97.00319332,0.472856792,1.115614509,0.5404077620000001,50.03479898,32.57594367,20.53754196,46746,6.216284558,13.34334108,86.23746672,83.79486355,Rep,46.88651437,49.96520102,86.65665892,13.76253328,18611.0
619,PA,bradford,6926.0,13032.0,42015,61808,47850.0,96.13156873,0.551708517,1.433471395,1.341250324,50.58892053,34.82720683,19.33244887,51035,5.406076075,11.14652603,82.31827562,72.17431574,Rep,45.840344300000005,49.41107947,88.85347397,17.681724380000006,19958.0
620,PA,cameron,653.0,1080.0,42023,4807,,97.00436863,0.603286873,0.81131683,1.80986062,49.40711462,28.72893697,23.77782401,40347,4.8684210530000005,12.83039648,84.41629956,47.35496559,Rep,47.49323901999999,50.59288538,87.16960352,15.583700440000001,1733.0
621,PA,centre,34778.0,24332.0,42027,159178,,86.14632675,3.471585269,2.7579188080000003,8.106019676,47.50656498,49.05703049,12.44393069,54407,4.8511216180000005,6.699651315,57.60441881,32.21767647,Demo,38.499038819999996,52.49343502,93.300348685,42.39558119,59110.0
622,PA,chester,140138.0,92380.0,42029,512028,,80.635434,5.671369534,7.0623090920000005,9.204184146000001,50.78257439,38.32056059,14.57127345,88995,5.330753936,7.04542752,49.76725031,13.27658022,Demo,47.10816596,49.21742561,92.95457248,50.23274969,232518.0
623,PA,clarion,4924.0,8838.0,42031,38939,31395.0,96.34042990000002,1.070905776,0.773003929,1.016975269,51.24939007,39.00459693,17.77395413,42890,7.123302672,11.4858915,79.12630652,76.56046814,Rep,43.22144894,48.75060993,88.5141085,20.87369348,13762.0
624,PA,clearfield,9540.0,16852.0,42033,81170,64075.0,93.3054084,2.275471233,2.844647037,2.97154121,47.94135764,32.81015153,18.94049526,43361,8.11724608,12.88685861,86.78106668,53.84973421,Rep,48.24935321,52.05864236,87.11314139,13.218933320000005,26392.0
625,PA,clinton,5289.0,6869.0,42035,39536,,95.38648321,1.535309591,1.358255767,1.38101983,50.97379603,41.91116957,17.21974909,47163,6.554257625,12.36574167,82.50748652,45.69040216,Rep,40.86908134,49.02620397,87.63425833,17.49251348,12158.0
626,PA,crawford,11720.0,17813.0,42039,87027,,95.17620968,1.807485033,1.168602847,1.185838878,51.11632022,36.50591196,18.34717961,45637,6.770653939,11.67873469,79.36701258,63.70078297,Rep,45.146908429999996,48.88367978,88.32126531,20.632987420000006,29533.0
627,PA,cumberland,47738.0,54525.0,42041,243838,187840.0,87.36456172,3.438348412,3.39651736,5.873571798,50.58809537,37.03401439,17.05394565,62640,5.07072821,8.628561317,66.35698696,22.17785443,Rep,45.91203996,49.41190463,91.371438683,33.64301304,102263.0
628,PA,dauphin,59533.0,47152.0,42043,271962,,67.82454902,17.50612218,8.241960274,7.192181261,51.57154308,37.89316154,15.25654319,54968,6.171589311,10.9214108,70.67541005,13.323386800000002,Demo,46.85029527,48.42845692,89.0785892,29.324589950000004,106685.0
629,PA,delaware,163216.0,84423.0,42045,562316,,68.57478713,20.53756251,3.47278043,9.726915115,51.95388358,39.26333236,15.1020067,66576,7.539406583,7.597338167,63.21642611,0.46388147,Demo,45.63466094,48.04611642,92.402661833,36.78357389,247639.0
630,PA,elk,4498.0,6610.0,42047,31111,24880.0,97.49606249,0.456430202,0.7167882740000001,0.928931889,50.04660731,31.52582688,20.54578766,47917,5.062811691,8.456334562999999,82.22632226,55.6752019,Rep,47.92838546,49.95339269,91.543665437,17.773677739999997,11108.0
631,PA,fayette,19563.0,20514.0,42051,134229,107355.0,92.25800684,3.978275931,1.031818757,0.90740451,50.65075356,33.15900439,19.35647289,40511,7.843473489,12.63591974,85.26630011,47.89760333,Rep,47.484522719999994,49.34924644,87.36408026,14.733699889999997,40077.0
632,PA,forest,693.0,1201.0,42053,7493,,59.45549179,30.58854931,7.540371013,2.348858935,21.51341252,25.91752302,21.46002936,36594,4.498594188999999,19.2147806,91.7013087,100.0,Rep,52.622447619999996,78.48658748,80.7852194,8.298691300000002,1894.0
633,PA,greene,5819.0,6422.0,42059,37669,,92.59868858,4.1493004860000005,1.422920704,0.809684356,48.08463193,35.26772678,17.10425018,49116,6.993228277,13.27704722,82.6696055,66.83296283,Rep,47.628023039999995,51.91536807,86.72295278,17.330394499999997,12241.0
634,PA,indiana,12702.0,16314.0,42063,87491,,93.95023488,2.276805614,1.264130025,1.707604211,49.79026414,40.94478289,17.0851859,45118,7.732957127000001,11.04639772,77.84664707,60.06975698,Rep,41.97003121,50.20973586,88.95360228,22.153352929999997,29016.0
635,PA,jefferson,4437.0,10872.0,42065,44575,35050.0,97.3931576,0.628154795,0.814357824,0.536174986,50.33987661,34.85137409,19.47504206,43913,5.21478236,10.91912114,85.1716813,61.46017699,Rep,45.67358384999999,49.66012339,89.08087886,14.828318699999997,15309.0
636,PA,juniata,2412.0,5853.0,42067,24811,18940.0,95.04252146,0.943130063,3.087340293,2.128088348,50.17935593,35.40768208,19.79767039,49028,5.303287021,17.64097258,86.68735989,82.2536126,Rep,44.79464753,49.82064407,82.35902742,13.312640110000004,8265.0
637,PA,lackawanna,51444.0,31922.0,42069,213006,164940.0,87.38814869,2.641240153,6.320009765,5.105489986,51.65441349,36.08208219,18.80040938,46673,6.508790331,9.965280096,73.90064766,16.30548833,Demo,45.11750843,48.34558651,90.034719904,26.099352339999996,83366.0
638,PA,lancaster,90521.0,107454.0,42071,533110,394585.0,83.15263266,3.5330419610000003,9.769653542,4.572789856,51.04650072,40.09716569,16.38273527,59237,5.45520101,15.39911455,74.34966999999997,21.25711095,Rep,43.520099040000005,48.95349928,84.60088544999999,25.650330000000025,197975.0
639,PA,lawrence,14324.0,17375.0,42073,88528,70165.0,92.23748419,3.760392192,1.24593349,1.319356588,51.60514188,34.00167179,20.03095066,45764,6.5265618660000015,10.49241703,79.6719335,40.31808403,Rep,45.967377549999995,48.39485812,89.50758297,20.328066500000006,31699.0
640,PA,lebanon,18368.0,29836.0,42075,136950,,84.01971522,1.7772909819999998,11.68820737,3.802117561,51.13983206,37.11938664,18.23074115,56191,6.497584541,13.96815572,80.14107955,26.55576186,Rep,44.64987221,48.86016794,86.03184428,19.85892045,48204.0
641,PA,lehigh,73632.0,52576.0,42077,358792,,67.57815113,5.277988361,21.82824589,10.59081585,51.27288234,38.36428906,15.8685255,57685,7.721517637000001,11.93463886,71.09212625,7.925676042999999,Demo,45.767185440000006,48.72711766,88.06536114,28.907873749999993,126208.0
642,PA,luzerne,49200.0,58040.0,42079,318917,,84.85217157,3.320299639,9.343183336000001,5.678279929,50.73012727,35.11760113,18.9278088,46577,7.578419704,10.90567552,77.94744709999998,19.98485594,Rep,45.95459007,49.26987273,89.09432448,22.052552900000023,107240.0
643,PA,lycoming,13893.0,26488.0,42081,116313,,90.82733658,4.714004454,1.783979435,1.585377387,50.90488595,37.34492275,17.61454008,48731,7.325459453,11.14154685,79.37530987,36.27649404,Rep,45.04053716999999,49.09511405,88.85845315,20.624690130000005,40381.0
644,PA,mercer,18136.0,22290.0,42085,114598,90690.0,90.47452835,5.658039407,1.321139985,1.390076616,50.72078047,35.28857397,19.84938655,45831,6.189290861,10.48647431,78.42521458,44.48893157,Rep,44.86203948,49.27921953,89.51352569,21.574785419999998,40426.0
645,PA,monroe,30626.0,23968.0,42089,167126,,68.11627156,12.78257123,14.64404102,10.72723574,50.61689982,37.75594462,14.94860165,58980,10.28984834,10.44967237,76.44606934,38.35388184,Demo,47.29545373,49.38310018,89.55032763,23.553930660000006,54594.0
646,PA,montgomery,248454.0,126666.0,42091,815876,,77.07911496,8.677789272,4.7311111,10.34936682,51.41590144,36.11627257,16.42001971,81902,5.895039861,6.097011932000001,52.5426698,2.93371206,Demo,47.46370772,48.58409856,93.902988068,47.4573302,375120.0
647,PA,montour,2966.0,3943.0,42093,18404,,92.33318844,1.722451641,2.396218213,3.238426429,51.98869811,33.79700065,19.99021952,55233,5.338396247,10.15414547,71.50553726,53.7690918,Rep,46.21277983,48.01130189,89.84585453,28.494462740000003,6909.0
648,PA,northumberland,10524.0,17926.0,42097,93590,,93.17127898,2.465006945,3.047334117,1.336681269,49.47430281,33.46725077,19.66663105,43701,6.777580799,14.18100467,84.97858499,34.86057041,Rep,46.86611818000001,50.52569719,85.81899533,15.021415009999998,28450.0
649,PA,perry,5186.0,11607.0,42099,45647,,95.9624948,0.858763993,1.684667119,1.296908888,49.62429075,35.50726225,15.86522663,58585,5.181368508,11.7343911,83.65555798,88.49877091,Rep,48.62751112,50.37570925,88.2656089,16.344442020000002,16793.0
650,PA,snyder,4322.0,8826.0,42109,40246,31225.0,95.26909507,0.916861303,2.146797197,1.361626,50.44973414,39.65114546,16.81906276,51110,4.396299903,17.11010898,83.32205938,66.82031132,Rep,43.52979178,49.55026586,82.88989102,16.67794062,13148.0
651,PA,somerset,9322.0,18896.0,42111,76201,61840.0,94.79534389,2.607577328,1.339877429,0.879253553,48.12535269,31.48383879,20.47085996,45424,6.652836194,12.85747131,84.53389456,70.80214041,Rep,48.04530125000001,51.87464731,87.14252869,15.466105440000007,28218.0
652,PA,sullivan,962.0,1720.0,42113,6302,,93.5258648,2.364328785,1.729609648,1.872421454,47.58806728,26.37258013,26.9120914,44926,8.894230769,10.95751169,84.48871722,100.0,Rep,46.715328469999996,52.41193272,89.04248831,15.511282780000002,2682.0
653,PA,susquehanna,5521.0,10112.0,42115,41832,33335.0,96.45008606,0.547427806,1.704436795,1.611206732,49.65576592,32.02572194,20.06836871,50160,7.375830277,11.10455975,83.2514413,84.02989206,Rep,47.90590935,50.34423408,88.89544025000001,16.748558700000004,15633.0
654,PA,tioga,4145.0,10242.0,42117,42031,33390.0,96.31938331,0.523423188,1.244319669,1.17294378,50.41041136,36.06147843,19.585544,48449,6.79009206,10.91336811,79.51314309,90.10981158,Rep,44.35297757,49.58958864,89.08663189,20.48685691,14387.0
655,PA,union,5901.0,8317.0,42119,45178,36095.0,84.33972287,6.412413121,5.693036434,3.222807561,44.86254372,38.15131259,16.0741954,51349,4.911793448,14.83180428,77.8580259,42.81487085,Rep,45.774492009999996,55.13745628,85.16819572,22.1419741,14218.0
656,PA,venango,6945.0,11210.0,42121,53460,42435.0,96.12794613,0.729517396,1.060606061,0.746352413,50.78750468,32.85072952,19.94388328,43885,8.029721956,11.09413045,83.48961301,54.755929,Rep,47.2053872,49.21249532,88.90586955,16.51038699,18155.0
657,PA,warren,5390.0,8734.0,42123,40649,,97.01345667,0.460035917,0.998794558,1.180840857,49.90528672,32.16807302,20.67947551,44977,5.792023086,8.788574515,81.57201702,55.04244888,Rep,47.15245146999999,50.09471328,91.211425485,18.427982979999996,14124.0
658,PA,washington,39220.0,41958.0,42125,208269,,92.74688024,2.818470344,1.504304529,1.997896951,51.0349596,33.97673201,18.90439768,57534,6.172303042,8.245765106,71.86268046,30.82475219,Rep,47.11887030999999,48.9650404,91.754234894,28.137319539999993,81178.0
659,PA,wayne,7625.0,12269.0,42127,51307,,91.04605609,3.223731655,4.054027716,2.927475783,46.85715399,30.02904087,20.68333756,50595,7.443422914,10.12165703,79.48691344,88.09397599,Rep,49.28762157,53.14284601,89.87834297,20.513086560000005,19894.0
660,PA,westmoreland,63778.0,79078.0,42129,359377,,94.23168428,2.373830267,1.064341903,1.543782713,51.16548917,31.82145769,20.66938062,54142,5.292646761,6.976213737999999,73.09419086,25.36359877,Rep,47.50916169,48.83451083,93.023786262,26.905809140000002,142856.0
661,PA,wyoming,3868.0,6582.0,42131,27975,,95.87488829,0.8686327079999999,1.780160858,1.27613941,49.77301162,35.14566577,18.37354781,53397,7.03230868,8.35363378,81.39971579,83.45593436,Rep,46.48078642,50.22698838,91.64636622,18.600284209999998,10450.0
662,PA,york,69272.0,95814.0,42133,440604,334780.0,84.72551316,5.254605042,6.649735363,3.599150257,50.56513332,36.83988343,15.84166281,59853,6.240873568,11.46342665,76.88465643,24.72044178,Rep,47.31845376,49.43486668,88.53657335,23.115343569999993,165086.0
663,RI,bristol,13441.0,7757.0,44001,49228,,93.06085967,1.255383115,2.543268059,9.395059722000001,51.76322418,35.89420655,18.83887219,73096,4.988231721,9.643034935,53.59161322,1.142857143,Demo,45.26692125999999,48.23677582,90.356965065,46.40838678,21198.0
664,RI,kent,36704.0,30749.0,44003,164886,130165.0,89.93365113,1.330009825,4.0888856539999985,6.091481387000001,51.74787429,33.06769526,17.47934937,65592,7.30535598,8.603675324,68.17096228,7.986374415,Demo,49.452955370000005,48.25212571,91.396324676,31.829037720000002,67453.0
665,RI,newport,21453.0,12228.0,44005,82714,,86.21635999,2.957177745,5.329206664,7.299852503999999,50.89585802,34.13932345,19.19143071,71347,6.538705872,6.915412838,54.49190481,12.09222083,Demo,46.669245839999995,49.10414198,93.084587162,45.50809519,33681.0
666,RI,providence,126669.0,70495.0,44007,631344,445095.0,63.2444436,7.953983882,20.95862161,18.45111381,51.48429382,40.33997314,14.22916825,50637,8.450593649,16.75847881,72.73614295,5.508826857000001,Demo,45.43085861,48.51570618,83.24152119,27.26385705,197164.0
667,RI,washington,33071.0,23189.0,44009,126319,101750.0,91.49454951,1.4835456269999998,2.891093185,4.327140019,51.65177052,37.06489127,17.98066799,74302,6.647680214,6.456798235,55.41606045,30.82320699,Demo,44.95444074,48.34822948,93.543201765,44.58393955,56260.0
668,TN,bedford,3929.0,8942.0,47003,46331,,78.17228206,7.519803156,11.47180074,6.773002957,51.03710259,40.59700848,14.75038311,43819,6.144648717000001,19.53826422,85.74670306,55.60166896,Rep,44.65260841,48.96289741,80.46173578,14.253296939999998,12871.0
669,TN,benton,1722.0,3489.0,47005,16173,12845.0,93.15525876,2.881345452,2.195016385,1.811661411,50.7945341,30.90335745,22.93328387,33611,11.05247286,18.28878803,87.75424441,78.45836618,Rep,46.16335868,49.2054659,81.71121197,12.245755590000002,5211.0
670,TN,bledsoe,1096.0,2908.0,47007,14073,11105.0,89.90975627,3.282882115,2.096212606,1.378526256,43.79307895,33.39017978,17.27421303,38535,9.326618168,25.37415631,88.74107405,100.0,Rep,49.335607190000005,56.20692105,74.62584369,11.258925950000005,4004.0
671,TN,blount,16040.0,29928.0,47009,126192,,91.56444149,2.787815392,3.027133257,3.011284392,51.44858628,34.73992012,18.38706099,49532,6.517996362000001,11.84275349,76.87880688,32.63149337,Rep,46.87301889000001,48.55141372,88.15724651,23.12119312,45968.0
672,TN,bradley,9030.0,24433.0,47011,102860,,86.88119774,4.740423877,5.569706397000001,5.168189773,51.42523819,38.88489209,15.78164495,43721,9.348728856000001,16.53737811,79.10003611,32.971918800000005,Rep,45.33346296,48.57476181,83.46262189000001,20.899963889999995,33463.0
673,TN,campbell,2712.0,7208.0,47013,40008,31725.0,96.72315537,0.574885023,1.209758048,0.399920016,51.34223155,33.80073985,19.50109978,33628,8.705940964,25.62526198,89.37753249,55.02259554,Rep,46.69816037,48.65776845,74.37473802,10.622467510000007,9920.0
674,TN,cannon,1381.0,3198.0,47015,13855,,94.58679177,1.392998917,1.891014074,2.367376398,50.51605918,34.88993143,18.21003248,43654,9.90508267,16.76288869,87.00496303,81.13180204,Rep,46.900036090000015,49.48394082,83.23711131,12.995036970000001,4579.0
675,TN,carroll,2606.0,6044.0,47017,28417,22090.0,84.98082134,10.4163001,2.361262624,1.470950487,51.38473449,36.64707745,19.69243763,36212,8.502024291,20.97451121,85.02405569,83.05869154,Rep,43.66048492,48.61526551,79.02548879,14.975944310000003,8650.0
676,TN,cheatham,5150.0,9135.0,47021,39575,,93.60454833,1.387239419,2.640555907,1.877447884,50.57991156,37.14466203,13.36955148,53179,6.550519218,14.38941705,80.5807355,82.96125815,Rep,49.48578649,49.42008844,85.61058295,19.419264499999997,14285.0
677,TN,chester,1344.0,3902.0,47023,17355,13225.0,86.29789686,9.040622298999999,2.327859407,3.053874964,51.7545376,42.15499856,16.56583117,42376,10.74349896,15.97919328,84.21244753,65.24429397,Rep,41.279170269999995,48.2454624,84.02080672,15.787552469999994,5246.0
678,TN,claiborne,2245.0,6083.0,47025,31701,25350.0,95.49541024,1.050440049,1.113529542,1.164001136,51.20027759,35.6739535,18.39058705,33428,8.446716477,22.75920327,86.8130891,71.55496228,Rep,45.93545944999999,48.79972241,77.24079673,13.1869109,8328.0
679,TN,coffee,5572.0,11115.0,47031,53808,39950.0,89.34359203,2.090767172,4.010556051,2.683615819,51.37154326,38.11143324,16.81162652,45456,7.035463311,14.57471012,81.54929964,47.28956739,Rep,45.07694024,48.62845674,85.42528988,18.45070036,16687.0
680,TN,cumberland,6321.0,16966.0,47035,57895,46750.0,94.84584161,0.545815701,2.729078504,2.476897832,51.22722169,29.56386562,28.98177736,40123,8.826148912999999,16.43678688,81.23768501,60.89236972,Rep,41.45435702,48.77277831,83.56321312,18.762314989999993,23287.0
681,TN,davidson,172137.0,69338.0,47037,667885,,56.58219604,27.46356034,9.950964612,12.190422,51.78151927,42.10844681,11.04501523,50484,6.218227814,12.50393569,61.79705269,3.411943237,Demo,46.846537960000006,48.21848073,87.49606431,38.20294731,241475.0
682,TN,decatur,1080.0,2718.0,47039,11703,9170.0,91.86533368,2.77706571,3.110313595,1.563701615,51.3116295,33.44441596,22.96846962,38180,8.348240906000001,17.70734032,88.70352717,100.0,Rep,43.58711442,48.6883705,82.29265968,11.296472829999999,3798.0
683,TN,dekalb,1984.0,3906.0,47041,19159,,89.54538337,1.21091915,7.150686362,5.892791899,50.45148494,35.73777337,17.47481601,37640,6.985023324,22.03707874,85.82151167,78.36885115,Rep,46.78741062,49.54851506,77.96292126,14.178488329999993,5890.0
684,TN,dickson,5992.0,10465.0,47043,50926,,90.06008719,3.999921455,3.143777245,1.99308801,50.93076228,37.79405412,15.35168676,47137,5.64467958,16.35731525,85.86369383,67.75258728,Rep,46.85425912,49.06923772,83.64268475,14.136306169999997,16457.0
685,TN,franklin,4776.0,8981.0,47051,41348,32370.0,89.05872109999999,3.410080294,2.943310438,2.607139402,51.21650382,36.87481861,18.93199187,44837,8.50360096,14.69323955,80.98333866,69.61658384,Rep,44.193189520000004,48.78349618,85.30676045,19.01666134,13757.0
686,TN,gibson,5353.0,10407.0,47053,49511,,77.05358405,18.24039102,2.462079134,1.036133385,52.34190382,37.86835249,17.65062309,38854,8.016934648,15.1987622,82.6826946,47.71450999,Rep,44.48102442,47.65809618,84.8012378,17.317305399999995,15760.0
687,TN,giles,3082.0,6403.0,47055,29034,22460.0,84.82468829999998,9.475098161,2.087208101,2.486739685,51.29847765,35.50664738,18.65399187,40635,7.080466877999999,16.69942992,85.98388048,73.74597253,Rep,45.83936075,48.70152235,83.30057008,14.016119520000004,9485.0
688,TN,grainger,1658.0,5039.0,47057,22813,17655.0,95.0729847,0.512865471,2.866786481,2.0383114890000003,50.44053829,33.55981239,18.50260816,37522,8.210721268,19.56854814,88.39860268,100.0,Rep,47.93757945000001,49.55946171,80.43145186,11.601397320000004,6697.0
689,TN,greene,5398.0,14844.0,47059,68502,54225.0,93.46734402,2.1211059530000003,2.664155791,1.325508744,51.13427345,33.49099296,19.67679776,36711,7.980621297000001,18.11393128,85.3138007,65.1944618,Rep,46.83220928,48.86572655,81.88606872,14.686199299999998,20242.0
690,TN,grundy,1101.0,2587.0,47061,13494,,80.2949459,0.533570476,0.192678227,0.689195198,50.45205276,35.13413369,20.4535349,28467,11.27819549,25.97992604,89.03328051,100.0,Rep,44.41233141,49.54794724,74.02007396,10.966719490000003,3688.0
691,TN,hamblen,4972.0,12134.0,47063,63203,,82.16540354,3.484011835,11.17510245,6.112051642999999,51.48648007,36.97925731,17.51657358,39270,8.71778211,18.53507882,84.03245137,21.87260169,Rep,45.50416911,48.51351993,81.46492118,15.967548629999996,17106.0
692,TN,hamilton,65119.0,67152.0,47065,351305,,71.534137,19.544555300000006,5.070522765,4.936166579,51.79516375,37.81756593,15.99635644,49434,6.9397042089999985,12.23734121,70.40221264,10.02220155,Rep,46.18607763,48.20483625,87.76265879,29.597787359999998,132271.0
693,TN,hancock,422.0,1327.0,47067,6609,,97.23104857,0.393402935,0.7262823420000001,1.028899985,50.24965956,33.66621274,18.21758209,27973,12.86173633,24.30555556,88.67845118,100.0,Rep,48.11620517000001,49.75034044,75.69444444,11.321548820000004,1749.0
694,TN,hardeman,3560.0,3869.0,47069,25975,,54.77574591,41.56304139,1.64773821,1.443695861,45.74013474,36.18479307,16.53128008,33566,18.16904236,22.95935138,89.18593185,80.20768356,Rep,47.28392685,54.25986526,77.04064862,10.814068149999997,7429.0
695,TN,hawkins,4222.0,13058.0,47073,56567,,95.47085757,1.253380946,1.341771704,0.998815564,51.03505577,33.694556899999995,18.94567504,37883,8.864933418,18.00524545,87.01256928,57.86074992,Rep,47.35976806000001,48.96494423,81.99475455,12.987430720000006,17280.0
696,TN,henderson,2024.0,6514.0,47077,27952,21245.0,87.80051517,7.870635375,2.157269605,0.647538638,51.86390956,37.04564969,16.72510017,41478,9.392981602999999,19.75366386,86.63860306,76.37653499,Rep,46.229250140000005,48.13609044,80.24633614,13.361396940000006,8538.0
697,TN,henry,3497.0,7190.0,47079,32291,25285.0,87.6621969,8.599919482,2.201851909,1.5608064169999998,51.44157815,33.23836363,21.47657242,38378,7.91227693,15.7108413,85.30526135,66.84812867,Rep,45.285063949999994,48.55842185,84.2891587,14.694738650000005,10687.0
698,TN,hickman,2286.0,4563.0,47081,24251,,90.91996206,4.742072492,2.2019710530000003,1.022638242,47.55267824,36.62941734,15.63234506,37546,7.42895289,22.82963931,88.60300671,100.0,Rep,47.7382376,52.44732176,77.17036069,11.396993289999998,6849.0
699,TN,jackson,1361.0,2514.0,47087,11526,9265.0,95.91358667,0.45982995,1.847995836,0.294985251,49.72236682,31.71959049,20.45809474,32676,10.64311594,23.41914818,91.99193261,100.0,Rep,47.82231477,50.27763318,76.58085181999999,8.008067389999994,3875.0
700,TN,johnson,1301.0,4520.0,47091,17923,14590.0,92.25018133,3.844222507,1.802153657,1.433911734,46.33710874,30.66450929,20.5657535,30180,6.660121093,23.72224706,89.90463418,85.21157641,Rep,48.76973721,53.66289126,76.27775294,10.095365819999998,5821.0
701,TN,lake,490.0,930.0,47095,7643,6425.0,67.49967290000001,28.14339919,2.11958655,1.203715818,36.89650661,33.73021065,15.07261547,29893,12.23506744,26.94810906,90.8707124,100.0,Rep,51.197173879999994,63.10349339,73.05189093999999,9.129287599999998,1420.0
702,TN,lauderdale,2810.0,3745.0,47097,27261,,60.45632956,34.78962621,2.380690364,1.757088882,47.73485932,39.52899747,13.89164007,32353,11.42773779,24.4854738,91.42546837,58.66259213,Rep,46.57936246,52.26514068,75.5145262,8.574531629999996,6555.0
703,TN,lawrence,3439.0,9365.0,47099,42406,31425.0,94.16827807,1.844078668,1.90303259,1.568174315,50.85365278,38.66669811,17.42677923,40457,8.770664596,20.13535786,88.32275485,75.87714061,Rep,43.90652266,49.14634722,79.86464214,11.677245150000005,12804.0
704,TN,lewis,1177.0,2836.0,47101,11907,,93.4324347,1.6208952719999998,2.208784748,2.401948434,50.41572184,34.80305703,19.28277484,36920,4.822834646,17.42288913,87.69798738,70.19159609,Rep,45.91416813000001,49.58427816,82.57711087,12.30201262,4013.0
705,TN,lincoln,2437.0,7949.0,47103,33582,,87.49627777,5.106902507,3.120719433,1.295336788,51.05115836,35.34929426,18.33124888,41038,7.697884399999999,16.694264,82.49479896,72.48883427,Rep,46.31945686,48.94884164,83.305736,17.505201040000003,10386.0
706,TN,loudon,6371.0,14834.0,47105,50637,,88.75525801,1.15330687,7.919110532,7.158796927000001,51.32808026,31.67446729,24.63021111,52995,7.507002801,14.70247555,74.62489562,40.61290057,Rep,43.6953216,48.67191974,85.29752445,25.375104379999996,21205.0
707,TN,macon,1483.0,4768.0,47111,22924,,94.30727622,0.213749782,4.820275693999999,2.582446344,50.37515268,38.74541965,15.62990752,34098,6.836616454,24.27197088,90.77613105,79.57119741,Rep,45.624672829999994,49.62484732,75.72802912,9.223868949999996,6251.0
708,TN,madison,15316.0,17127.0,47113,98128,,56.71266101,37.25745964,3.5922468610000005,2.54055927,52.59457036,40.71315017,15.00998696,44237,7.282120007,11.46422758,74.46399504,25.82660183,Rep,44.27686287,47.40542964,88.53577242,25.53600496,32443.0
709,TN,marion,3166.0,5839.0,47115,28363,22160.0,92.24341572,1.741705743,1.66061418,1.029510277,51.19345626,34.5591087,18.24560166,41477,6.546184739,21.68811881,87.65346535,77.01597195,Rep,47.195289640000006,48.80654374,78.31188119000001,12.346534649999995,9005.0
710,TN,marshall,3380.0,6543.0,47117,31335,,85.84968885,7.196425722000001,4.828466571,2.0169139940000003,50.91750439,37.34482208,15.06621988,44900,8.423022929,15.97459013,85.96851791,65.82290884,Rep,47.58895804,49.08249561,84.02540987,14.031482089999997,9923.0
