,State,County,Democratic,Republican,FIPS,Total Population,Citizen Voting-Age Population,"Percent White, not Hispanic or Latino","Percent Black, not Hispanic or Latino",Percent Hispanic or Latino,Percent Foreign Born,Percent Female,Percent Age 29 and Under,Percent Age 65 and Older,Median Household Income,Percent Unemployed,Percent Less than High School Degree,Percent Less than Bachelor's Degree,Percent Rural,Party,Percent Age between 30 and 64 inclusive,Percent Male,Percent more than High School Degree,Percent more than Bachelor's Degree,Citizen Voting-Age Population voted
189,MI,calhoun,22739.0,25950.0,26025,134691,,78.67415046,10.5968476,4.832542635,3.5785613,51.12591042,38.36410748,16.31660616,44681,8.456288901,9.42809416,79.24918126,30.97703935,Rep,45.31928636,48.87408958,90.57190584,20.75081874,48689.0
190,MI,cass,7079.0,11811.0,26027,51795,40305.0,86.6608746,4.757215947,3.475238923,1.4345013999999998,49.68240178,34.15387586,19.16980404,47991,8.939509187999999,12.19418751,82.62547206,71.18161131,Rep,46.6763201,50.31759822,87.80581249,17.374527939999993,18890.0
191,MI,cheboygan,4825.0,7384.0,26031,25579,,92.2670941,0.727158998,1.26666406,1.317487001,50.27561672,29.09026936,24.65303569,41023,12.59889921,11.16371014,81.74062321,82.72789844,Rep,46.256694949999996,49.72438328,88.83628986,18.259376790000005,12209.0
192,MI,chippewa,5901.0,7767.0,26033,38330,,70.44351683,6.527524132999999,1.6671014869999998,2.783720324,44.66736238,37.41194887,16.22749804,42287,10.08213308,10.4744954,80.28931723,48.93821391,Rep,46.360553089999996,55.33263762,89.5255046,19.710682770000005,13668.0
193,MI,clinton,17564.0,18946.0,26037,77245,58215.0,90.35406822,1.493947828,4.35367985,2.7043821610000003,50.57285261,38.14615833,15.41200078,62646,5.254600356,6.312190249,69.28810173,52.92642806,Rep,46.44184089,49.42714739,93.687809751,30.711898270000006,36510.0
194,MI,crawford,2306.0,3751.0,26039,13840,11155.0,95.25289017,0.5057803470000001,1.76300578,1.878612717,49.54479769,29.43641618,23.65606936,41034,10.93562232,12.01937046,83.32203390000002,72.58775046,Rep,46.90751446,50.45520231,87.98062954,16.677966099999978,6057.0
195,MI,delta,6932.0,9197.0,26041,36570,28980.0,93.46458846,0.243368882,1.140278917,1.121137544,50.53869292,32.31884058,21.24145474,42353,7.544056109,7.411742496,79.42231452,43.75354069,Rep,46.439704680000006,49.46130708,92.588257504,20.57768548,16129.0
196,MI,eaton,26147.0,23771.0,26045,108544,,83.66745283,6.083247347,5.160119399,3.389408903,51.19306456,37.10200472,16.29016804,56472,6.7289853000000015,6.381392376,74.77266373,37.97177034,Demo,46.607827240000006,48.80693544,93.618607624,25.227336269999995,49918.0
197,MI,emmet,7620.0,9875.0,26047,33091,,91.43573781,0.619503793,1.529116678,2.012631833,50.5484875,33.74029192,19.65791303,51096,7.511627907,6.037608567,67.11780083,74.88835872,Rep,46.60179504999999,49.4515125,93.962391433,32.88219917000001,17495.0
198,MI,genesee,95903.0,68648.0,26049,413090,312465.0,72.48710935,20.07577041,3.250139195,2.415212181,51.78266237,38.47345615,15.61935656,43246,11.98731558,10.35151411,80.09666728,16.75520797,Demo,45.90718729,48.21733763,89.64848589,19.903332719999995,164551.0
199,MI,gladwin,4160.0,6604.0,26051,25367,,96.35353018,0.346907399,1.395513857,0.894863405,49.77332755,30.59880948,24.77628415,39629,9.33513121,14.86623592,86.60757195,88.58010276,Rep,44.624906370000005,50.22667245,85.13376408,13.392428050000007,10764.0
200,MI,gogebic,3311.0,3078.0,26053,15650,,89.78913738,4.440894569,1.201277955,1.297124601,46.16613419,29.62300319,23.29073482,35833,8.488645262,7.259894127000001,82.45525586,68.16825957,Demo,47.08626199000001,53.83386581,92.740105873,17.544744140000006,6389.0
201,MI,grand traverse,22757.0,24903.0,26055,90715,70710.0,92.67375847,1.234635948,2.621396682,2.421870694,50.83062338,35.0757868,17.00380312,55597,5.848529997999999,5.543795677,68.3286723,48.02381993,Rep,47.920410079999996,49.16937662,94.456204323,31.671327700000006,47660.0
202,MI,hillsdale,5079.0,11310.0,26059,46024,35535.0,95.26334087,0.573613767,2.118459934,0.942986268,50.10429341,37.3631149,17.588649399999998,44458,7.598959838,12.93959388,83.32585997,69.12697053,Rep,45.048235700000006,49.89570659,87.06040612,16.674140030000004,16389.0
203,MI,houghton,6533.0,7503.0,26061,36565,,92.492821,0.741145905,1.446738685,4.747709558,45.80336387,46.94106386,16.09189115,39080,7.39861276,7.984134391,69.03873075,37.81533253,Rep,36.967044990000005,54.19663613,92.015865609,30.96126925,14036.0
204,MI,huron,5087.0,8312.0,26063,32021,25510.0,95.56228725,0.39036882,2.179819493,1.508385122,50.25764342,31.010899100000003,23.43462103,43082,6.605602727999999,11.30767595,85.08186264,89.46192403,Rep,45.554479869999994,49.74235658,88.69232405,14.918137360000003,13399.0
205,MI,iosco,4752.0,6694.0,26069,25373,,94.46655894,0.6778859420000001,1.962716273,2.144011351,50.24238364,27.28885035,27.9549127,38900,11.50687642,11.61062128,83.7451302,58.906014600000006,Rep,44.756236949999995,49.75761636,88.38937872,16.254869799999994,11446.0
206,MI,jackson,25858.0,33490.0,26075,159483,,85.0661199,8.443533167,3.3276273960000005,1.558159804,48.81460720000001,37.53378103,15.89824621,47709,8.947404796,10.23268981,79.41407463,41.82329889,Rep,46.56797276,51.18539279999999,89.76731019,20.58592537,59348.0
207,MI,keweenaw,598.0,704.0,26083,2195,,97.67653759,0.6378132120000001,1.093394077,1.230068337,48.15489749,25.19362187,31.11617312,41472,6.644880174,5.614035088,75.14619883,100.0,Rep,43.69020501,51.84510251,94.385964912,24.853801169999997,1302.0
208,MI,lake,1936.0,2633.0,26085,11415,,85.33508541,7.244853262999999,2.55803767,1.32282085,48.8304862,27.18353044,26.25492773,30824,12.13477231,17.89268962,90.95069214,100.0,Rep,46.56154183,51.1695138,82.10731038,9.049307859999999,4569.0
209,MI,lapeer,14396.0,24206.0,26087,88310,67835.0,92.23870456,1.235420677,4.509115615,2.781111992,49.37266448,35.2315706,15.87136225,54174,9.160815781,9.774228179,82.22290901,77.34802251,Rep,48.89706715,50.62733552,90.225771821,17.777090990000005,38602.0
210,MI,leelanau,7216.0,6775.0,26089,21764,17740.0,90.42455431,0.5008270539999999,4.006616431,3.432273479,50.90056975,27.55008271,27.91306745,59018,6.591282497000001,5.159971133,58.86456579,91.26128616,Demo,44.53684984,49.09943025,94.840028867,41.13543421,13991.0
211,MI,livingston,37450.0,58020.0,26093,185841,141020.0,94.75842252,0.495584936,2.202958443,2.86535264,49.92655012,36.03026243,14.67813884,76764,5.475992454,4.887294441,65.99762396,36.90507109,Rep,49.29159873,50.07344988,95.112705559,34.00237604,95470.0
212,MI,luce,811.0,1524.0,26095,6451,,78.54596187,6.960161215,2.82126802,1.534645791,41.34242753,30.15036428,20.36893505,38167,13.39130435,11.22864117,86.16761595,51.36480169,Rep,49.48070066999999,58.65757247,88.77135883,13.832384050000002,2335.0
213,MI,mackinac,2325.0,3298.0,26097,10998,,74.11347518,2.154937261,1.518457901,2.482269504,49.25440989,27.85961084,25.55919258,40747,11.24341206,10.90064332,80.8911127,77.22487177,Rep,46.58119658,50.74559011,89.09935668,19.108887300000006,5623.0
214,MI,macomb,179975.0,173369.0,26099,859703,,80.85094504,10.56004225,2.44584467,10.57888596,51.30888225,36.86017148,15.56944666,55951,7.530642832000001,10.83310057,76.20216792,2.805305252,Demo,47.57038186,48.69111775,89.16689943,23.797832080000006,353344.0
215,MI,manistee,5242.0,6183.0,26101,24465,19895.0,89.57285919,2.591457184,2.7794808910000004,1.218066626,48.12589413,30.50480278,23.29858982,42530,10.71252587,9.658025372,80.0827358,61.16120163,Rep,46.19660739999999,51.87410587,90.341974628,19.917264200000005,11425.0
216,MI,marquette,16977.0,12348.0,26103,67418,54730.0,92.45602065,1.561897416,1.395769676,1.793289626,49.50754991,39.78166068,16.56827553,46822,7.151374419,5.482244875,69.94959113,41.48963132,Demo,43.65006379,50.49245009,94.517755125,30.05040887,29325.0
217,MI,mason,5708.0,7625.0,26105,28755,22460.0,91.83446357,0.855503391,4.371413667,2.006607547,50.28690662,33.55242567,21.08850635,43497,9.757341689,8.471034215,79.23794712,62.68942693,Rep,45.359067980000006,49.71309338,91.528965785,20.76205288,13333.0
218,MI,menominee,3653.0,4982.0,26109,23568,18900.0,93.56330618,0.275797692,1.625084861,0.908010862,49.43567549,31.0760353,21.62253904,41235,7.089918742999999,8.462338262000001,84.1439464,64.33476216,Rep,47.30142566,50.56432451,91.537661738,15.856053599999996,8635.0
219,MI,missaukee,1783.0,4650.0,26113,15032,11415.0,94.73124002,0.532197978,2.5279403940000003,1.7895157,48.87573177,36.13624268,19.17908462,42077,8.788458707,12.29468831,86.59110556,100.0,Rep,44.68467269999999,51.12426823,87.70531169,13.408894439999997,6433.0
220,MI,monroe,26651.0,33607.0,26115,149945,,91.85234586,2.316849511,3.367234653,2.098769549,50.6879189,36.44402948,15.70575878,56968,6.958383332,9.563959097,81.20007718,37.55599555,Rep,47.850211740000006,49.3120811,90.436040903,18.799922820000006,60258.0
221,MI,montcalm,8758.0,13878.0,26117,62922,48105.0,92.01551127,1.951622644,3.329519087,1.230094403,48.4441054,37.17141858,15.99440577,43126,8.614516653999999,12.43474243,87.43820744,84.61842064,Rep,46.83417565,51.5558946,87.56525757,12.56179256,22636.0
222,MI,montmorency,1537.0,2978.0,26119,9317,,96.26489213,0.246860577,1.245035956,1.084039927,49.14672105,23.80594612,29.37640872,37145,13.79204893,12.88673662,88.21630347,100.0,Rep,46.81764516,50.85327895,87.11326338,11.78369653,4515.0
223,MI,muskegon,35957.0,30831.0,26121,172148,129975.0,76.70783279999998,13.56216744,5.3285545,1.544020262,50.32181611,38.9420731,15.12129098,43920,10.44060583,10.79430789,81.97757654,23.31463284,Demo,45.93663592,49.67818389,89.20569211,18.02242346,66788.0
224,MI,newaygo,6858.0,12870.0,26123,47957,,90.7166837,1.317847238,5.728048042999999,1.978856059,49.65698438,36.62030569,17.72838168,44049,8.885563975,14.19411427,85.66070834,83.84028064,Rep,45.65131263,50.34301562,85.80588573,14.33929166,19728.0
225,MI,oakland,338986.0,256017.0,26125,1235215,,73.21429873,13.69963933,3.763150545,12.16937942,51.37672389,36.47445991,15.05381654,69850,6.266390092000001,6.540986597000001,54.97904751,4.786661588,Demo,48.47172355,48.62327611,93.459013403,45.02095249,595003.0
226,MI,oceana,4213.0,6263.0,26127,26152,18930.0,82.48699908,1.1318446009999998,14.41954726,5.578923218,49.39583971,36.64346895,19.08840624,41952,8.275555556,14.33542883,82.94791199,89.89085435,Rep,44.26812481,50.60416029,85.66457117,17.052088010000006,10476.0
227,MI,ogemaw,3280.0,5592.0,26129,21103,,95.35611051,0.303274416,1.871771786,1.487940103,49.95024404,30.12841776,24.18139601,36941,10.79011486,14.84509741,88.63621846,100.0,Rep,45.690186229999995,50.04975596,85.15490259,11.363781540000005,8872.0
228,MI,ontonagon,1313.0,1752.0,26131,6165,5330.0,95.49067315,0.275750203,1.200324412,1.768045418,48.74290349,20.89213301,31.66261152,35038,11.95505618,8.311893924,82.64397388,100.0,Rep,47.445255470000006,51.25709651,91.688106076,17.356026119999996,3065.0
229,MI,osceola,2934.0,6186.0,26133,23172,17635.0,95.04574486,0.932159503,1.670119109,0.910581737,49.54255136,36.14707405,18.84170551,39247,8.77703827,12.54455631,86.9614158,100.0,Rep,45.01122044,50.45744864,87.45544369,13.038584200000003,9120.0
230,MI,oscoda,1221.0,2410.0,26135,8374,6730.0,95.85622164,0.585144495,1.313589682,1.277764509,48.50728445,29.89013614,26.1523764,35175,10.31418597,16.89145793,89.77199743,100.0,Rep,43.95748746,51.49271555,83.10854207,10.228002570000001,3631.0
231,MI,otsego,3969.0,7092.0,26137,24198,,94.85081412,0.433920159,1.57451029,1.719150343,50.72320026,34.96569964,19.31151335,50793,6.832560101,8.471378883,79.52013205,65.65965899999999,Rep,45.722787010000005,49.27679974,91.528621117,20.47986795,11061.0
232,MI,ottawa,45696.0,80318.0,26139,276583,,84.60498295,1.337753947,9.276781292,5.738602879,50.72509879,44.35232823,13.20146213,61367,5.287328211,8.254712812000001,68.39720207,20.31569251,Rep,42.446209640000006,49.27490121,91.74528718799999,31.602797929999994,126014.0
233,MI,presque isle,2760.0,3788.0,26141,12955,,96.20223852,0.517174836,1.119258973,1.15785411,50.14280201,25.41103821,29.00810498,41570,12.42937853,11.50907828,83.34160135,80.86124402,Rep,45.58085681,49.85719799,88.49092172,16.658398649999995,6548.0
234,MI,roscommon,4643.0,6864.0,26143,23900,20110.0,95.41004184,0.19665272,1.523012552,1.476987448,50.38493724,24.74895397,29.67364017,35959,14.02384166,11.64945724,86.06301297,66.05178126,Rep,45.57740586,49.61506276,88.35054276,13.936987029999997,11507.0
235,MI,saginaw,41472.0,37809.0,26145,195201,149845.0,69.80650714,18.17152576,8.198216197999999,2.37652471,51.49410095,38.53873699,17.15462523,43712,9.535560548,11.52898358,79.27360958,31.11820512,Demo,44.30663778,48.50589905,88.47101642,20.72639042,79281.0
236,MI,sanilac,5418.0,10657.0,26151,41761,,94.19314672,0.498072364,3.639759584,1.419985154,50.34362204,34.74533656,19.45355715,42037,9.176176332999999,12.10123642,86.88776556,90.19807951,Rep,45.80110629,49.65637796,87.89876358000001,13.112234439999995,16075.0
237,MI,schoolcraft,1547.0,2099.0,26153,8186,6640.0,86.1959443,0.586366968,0.879550452,1.95455656,50.56193501,28.87857317,24.00439775,36649,12.12704524,10.8037322,84.26911115,58.96287566,Rep,47.11702908000001,49.43806499,89.1962678,15.73088885,3646.0
238,MI,st. clair,27540.0,38329.0,26147,160069,,91.51178554,2.115962491,3.159887299,2.741942537,50.39451736,35.43471878,16.65531739,50930,9.139874365,10.48574115,82.40945516,38.64573111,Rep,47.90996383,49.60548264,89.51425885,17.590544840000007,65869.0
239,MI,st. joseph,7278.0,12489.0,26149,60923,,87.04758466,2.51464964,7.314150649,3.309095087,50.30448271,39.15270095,16.39610656,45410,6.591389283,13.99965561,84.67688372,54.42695163,Rep,44.45119249,49.69551729,86.00034439,15.323116279999994,19767.0
240,MI,washtenaw,123305.0,47380.0,26161,358082,265870.0,70.90135779,11.86460085,4.44255785,11.65961986,50.54149608,45.61748426,11.97379371,62484,6.259689721,5.315730084,46.76416159,16.44648497,Demo,42.40872203,49.45850392,94.684269916,53.23583841,170685.0
241,MI,wayne,455176.0,190884.0,26163,1767593,,49.68700374,39.14719056,5.643380575,8.304004372,51.91687227,40.63961557,13.80289467,42043,12.99326016,14.88168704,77.6619346,0.695600972,Demo,45.55748976,48.08312773,85.11831296,22.338065400000005,646060.0
242,MI,wexford,4832.0,8745.0,26165,32829,,94.90084986,0.593987024,1.766730634,1.145328825,49.94364738,36.73581285,17.56678546,40417,8.211542383,11.37396831,83.29434612,64.28898732,Rep,45.69740169,50.05635262,88.62603169,16.70565388,13577.0
243,MN,aitkin,4118.0,3808.0,27001,15722,,94.12288513,0.368909808,1.183055591,0.985879659,49.01412034,26.03994403,30.02162575,44524,6.986382475,8.65210967,84.00098506,100.0,Demo,43.93843022,50.98587966,91.34789033,15.999014939999995,7926.0
244,MN,anoka,87756.0,65707.0,27003,341249,,83.33650795,5.091296971,4.057740829,7.303757667,49.95970684,38.89652424,11.83534604,73579,4.881948872,6.524509314,71.77438645,13.50062265,Demo,49.268129720000005,50.04029316,93.475490686,28.225613550000006,153463.0
245,MN,becker,6699.0,7520.0,27005,33375,24855.0,86.75955056,0.455430712,1.7588014980000002,1.734831461,49.9835206,36.68614232,19.14606742,54115,3.722484042,7.576089337000001,76.27326473,75.4707113,Rep,44.16779026,50.0164794,92.423910663,23.726735270000006,14219.0
246,MN,beltrami,9711.0,7562.0,27007,45644,,72.86171238,0.83910262,2.070370695,1.831566033,50.10735255,45.87897643,14.41153273,45201,10.27081156,9.774954628,73.20145191,67.08968993,Demo,39.70949084,49.89264745,90.225045372,26.798548089999997,17273.0
247,MN,benton,7131.0,8290.0,27009,39457,,92.09265783,2.650987151,2.004713992,2.922168437,49.98099197,40.55554148,13.75167904,51841,5.023533249,7.742737651,77.7928488,40.01196328,Rep,45.69277948,50.01900803,92.257262349,22.2071512,15421.0
248,MN,big stone,1368.0,1127.0,27011,5098,4025.0,97.80306002,0.17653982,1.255394272,0.941545704,51.07885445,31.12985485,25.6375049,47132,2.290076336,10.40711782,83.41871124,100.0,Demo,43.23264025,48.92114555,89.59288218,16.581288760000007,2495.0
249,MN,blue earth,16776.0,9984.0,27013,65524,,89.3397839,3.220194127,3.076735242,4.131310665,49.66882364,49.25218241,12.79836396,52119,4.876464628,5.782357747000001,68.33671559999999,26.89297486,Demo,37.949453629999994,50.33117636,94.217642253,31.66328440000001,26760.0
250,MN,brown,5614.0,5816.0,27015,25327,19590.0,94.27488451,0.225056264,3.897026888,2.104473487,50.39680973,36.63284242,19.95498875,53319,2.703091301,8.865860678999999,79.10765688,34.93994516,Rep,43.41216883,49.60319027,91.134139321,20.892343120000007,11430.0
251,MN,carver,27168.0,22540.0,27019,97143,67910.0,89.8870737,1.356762711,4.042494055,5.023522024,50.37316122,40.49699927,9.966750049,88638,3.0041226030000003,4.267072292,53.95724922,18.82757409,Demo,49.536250681,49.62683878,95.732927708,46.04275078,49708.0
252,MN,cass,6243.0,7332.0,27021,28633,,83.66570042,0.324800056,1.819578808,0.998847484,49.05179339,31.97010442,23.71389655,47926,6.3160312360000015,8.654264315,79.13022469,100.0,Rep,44.31599903,50.94820661,91.345735685,20.869775309999994,13575.0
253,MN,chippewa,2925.0,2422.0,27023,12126,8995.0,89.3369619,0.503051295,6.0201220520000005,4.065644071,50.47006432,35.98053769,19.92412997,54041,2.159264931,9.945536349,83.51882548,50.34161241,Demo,44.09533234,49.52993568,90.054463651,16.481174519999996,5347.0
254,MN,chisago,12138.0,12663.0,27025,54041,,94.08597176,1.22869673,1.931866546,1.57287985,48.33552303,36.69436169,13.833940900000002,72908,5.432768206,6.2459581810000016,77.96938995,55.58854640000001,Rep,49.47169741,51.66447697,93.754041819,22.030610050000007,24801.0
255,MN,clay,14950.0,8480.0,27027,61402,,89.11273248,2.014592359,4.206703365,3.713234097,50.63515846,46.755806,12.60382398,59614,3.0857407510000003,5.586350485,66.99023876,27.91911727,Demo,40.64037002,49.36484154,94.413649515,33.00976124,23430.0
256,MN,clearwater,1302.0,2080.0,27029,8764,6555.0,85.32633501,0.330899133,1.7115472390000002,1.072569603,49.33820173,36.60429028,19.40894569,44203,7.312707747,13.53295417,85.36299766,100.0,Rep,43.98676403,50.66179827,86.46704583,14.637002339999995,3382.0
257,MN,cottonwood,2413.0,2488.0,27033,11557,,87.70442156,0.545124167,6.801072942999999,4.456173748,50.94747772,36.03011162,22.40200744,47407,4.84923294,10.12355018,80.08068583,62.2743219,Rep,41.56788094,49.05252228,89.87644982,19.919314170000007,4901.0
258,MN,crow wing,14206.0,16132.0,27035,63321,,95.30487516,0.614330159,1.35815922,1.519243221,50.02289920000001,34.67412075,20.65349568,50893,4.311539329,6.519257883,75.80959201,62.736,Rep,44.67238357,49.97710079999999,93.480742117,24.190407989999997,30338.0
259,MN,dakota,127016.0,73462.0,27037,411402,293485.0,80.33432020000002,5.275132352,6.5745912760000005,8.922173446,50.85390931,39.39334276,12.14967356,77321,4.422288671,5.344223953,59.27639607,4.930849676,Demo,48.45698367999999,49.14609069,94.655776047,40.72360393,200478.0
260,MN,douglas,8504.0,9113.0,27041,36862,,96.31327654,0.542564158,1.443220661,1.123107807,50.11665129,34.37415224,21.64017145,56347,4.032502271,5.162101413,74.94380738,52.8367908,Rep,43.98567631,49.88334871,94.837898587,25.056192620000004,17617.0
261,MN,faribault,3031.0,3103.0,27043,14119,10870.0,91.89036051,0.198314328,6.211488066,2.238118847,49.99645867,32.99808768,22.54408952,49101,3.141720401,9.819757707,83.04934502,77.61973476,Rep,44.4578228,50.00354133,90.18024229299999,16.950654979999996,6134.0
262,MN,fillmore,5128.0,4263.0,27045,20877,,97.05896441,0.407146621,1.274129425,1.302869186,49.84911625,35.52234516,20.29027159,54358,3.4793697060000004,9.222021911,79.60061018,93.28093549,Demo,44.187383249999996,50.15088375,90.777978089,20.399389819999996,9391.0
263,MN,freeborn,7675.0,5779.0,27047,30751,,86.77441384,1.300770707,9.365549088,3.908815973,50.08292413,34.19726188,21.46596859,48827,4.559650219,11.05421962,83.24494834,42.83154695,Demo,44.33676953,49.91707587,88.94578038,16.755051660000007,13454.0
264,MN,goodhue,12379.0,9940.0,27049,46450,35025.0,92.64155005,1.209903122,3.1130247580000003,3.08073197,50.09687836,35.28740581,18.35952637,60452,4.712230216,6.738112836,75.65287017,47.04328433,Demo,46.35306782000001,49.90312164,93.261887164,24.34712983,22319.0
265,MN,houston,4425.0,4149.0,27055,18791,,96.50364536,0.457665904,0.915331808,1.053695918,50.02926933,33.37235911,19.75413762,55550,4.007688611,6.398387337999999,77.43765865,57.39212698,Demo,46.87350327000001,49.97073067,93.60161266200001,22.562341349999997,8574.0
266,MN,hubbard,4494.0,5312.0,27057,20640,16065.0,93.27034884,0.6153100779999999,1.860465116,1.3759689919999998,50.0872093,31.4874031,23.4496124,49742,4.3527242930000005,7.96738186,74.60731235,83.36596828,Rep,45.062984500000006,49.9127907,92.03261814,25.39268765,9806.0
267,MN,isanti,7440.0,9226.0,27059,38461,,94.44112218,0.569407972,1.775824862,1.427419984,49.4786927,38.10873352,14.41980188,62733,6.101162126,8.83546436,82.30993033,62.26464988,Rep,47.4714646,50.5213073,91.16453564,17.69006967,16666.0
268,MN,jackson,2174.0,2341.0,27063,10163,7725.0,93.29922267,0.226311129,3.276591558,2.1351963,49.52277871,35.10774378,20.14169045,55114,3.307706061,7.793479782,78.84427032,69.13111241,Rep,44.75056577000001,50.47722129,92.206520218,21.155729679999993,4515.0
269,MN,kanabec,3138.0,3363.0,27065,15918,,95.35745697,0.33923859799999995,1.545420279,0.917200653,49.35293379,34.03065712,18.67696947,48042,7.54740519,11.47045757,86.24611284,77.40008621,Rep,47.292373409999996,50.64706621,88.52954242999999,13.753887160000005,6501.0
270,MN,kandiyohi,9378.0,8596.0,27067,42510,,82.73582686,3.5685721010000004,11.74547165,7.085391672999999,49.8659139,38.67325335,17.22653493,53514,3.849216883,11.76717504,77.48355954,44.52520183,Demo,44.10021172,50.1340861,88.23282496,22.51644046,17974.0
271,MN,koochiching,2886.0,2238.0,27071,12930,10115.0,93.51121423,0.920340294,0.193348801,5.5607115239999985,50.03093581,30.88940449,21.74013921,44929,7.464811007000001,8.963850357,81.60992013,46.99872286,Demo,47.3704563,49.96906419,91.036149643,18.390079869999994,5124.0
272,MN,lac qui parle,1866.0,1404.0,27073,6916,,95.67669173,1.012145749,2.096587623,1.619433198,50.07229612,30.34991324,24.78311163,49210,3.442531927,7.106198184,81.6620608,100.0,Demo,44.86697512999999,49.92770388,92.893801816,18.337939199999994,3270.0
273,MN,lake,3539.0,2196.0,27075,10721,,95.97052514,0.895438858,1.3897957280000002,2.387836956,48.87603768,28.92454062,24.68986102,52320,4.079207921,4.622003688,72.75968039,66.9795693,Demo,46.38559836,51.12396232,95.377996312,27.24031961,5735.0
274,MN,lake of the woods,729.0,1072.0,27077,3901,,93.97590361,0.102537811,1.23045373,1.563701615,47.96206101,28.47987695,21.81491925,45732,3.888098625,10.30927835,83.02405498,100.0,Rep,49.70520379999999,52.03793899,89.69072165,16.975945019999997,1801.0
275,MN,lincoln,1164.0,1213.0,27081,5793,,96.96185051,0.224408769,1.60538581,0.7077507340000001,49.69791127,33.29880891,25.01294666,49438,3.155421282,8.345463367,81.12566715,100.0,Rep,41.68824443000001,50.30208873,91.65453663299999,18.874332850000002,2377.0
276,MN,mahnomen,1098.0,708.0,27087,5480,,46.56934307,0.346715328,3.430656934,0.7846715329999999,49.54379562,43.52189781,16.84306569,41597,10.08807046,12.93872695,87.38845925,100.0,Demo,39.6350365,50.45620438,87.06127305,12.611540750000003,1806.0
277,MN,martin,3770.0,4664.0,27091,20193,,93.86421037,0.227801713,3.971673352,2.377061358,50.5323627,33.89788541,21.75506364,51984,3.22917656,9.891183036000001,81.52901786,54.0403071,Rep,44.347050949999996,49.4676373,90.108816964,18.470982140000004,8434.0
278,MN,mcleod,6825.0,7684.0,27085,35926,,92.08929466,0.153092468,5.516895841,3.3290653010000004,50.43422591,36.95930524,17.56944831,57738,3.768680962,8.891768231,82.68615621,46.55534638,Rep,45.47124645,49.56577409,91.108231769,17.313843790000007,14509.0
279,MN,meeker,4677.0,5363.0,27093,23094,17115.0,94.71724257,0.398371871,3.485753875,2.212695938,49.19026587,36.38607431,18.09993938,58574,3.937270604,8.048888607,81.10316003,65.5193133,Rep,45.51398631000001,50.80973413,91.951111393,18.896839970000002,10040.0
280,MN,mille lacs,4771.0,5492.0,27095,25788,19425.0,89.68900264,0.488599349,2.047463937,1.5278424069999998,49.80611137,36.834962,17.95796494,51232,6.355402872999999,10.12465452,84.3815218,70.82423267,Rep,45.20707306,50.19388863,89.87534548,15.618478199999998,10263.0
281,MN,morrison,5246.0,8678.0,27097,32850,24950.0,96.18569254,0.596651446,1.494672755,0.934550989,49.41552511,36.30136986,17.5129376,51456,4.537392001000001,10.6442083,83.8484942,72.81763962,Rep,46.18569254,50.58447489,89.3557917,16.151505799999995,13924.0
282,MN,mower,8396.0,5705.0,27099,39248,27710.0,81.49205055,3.381064003,10.93813698,8.048817774,49.83438647,38.74847126,17.82766001,51778,5.829751494,13.04497213,79.9954188,35.90123331,Demo,43.423868729999995,50.16561353,86.95502787,20.004581200000004,14101.0
283,MN,murray,1925.0,2070.0,27101,8463,,93.98558431,0.41356493,3.367600142,2.481389578,50.40765686,32.03355784,24.19945646,51801,4.22981226,9.970530452,82.18729535,100.0,Rep,43.7669857,49.59234314,90.029469548,17.81270465,3995.0
284,MN,nicollet,9632.0,5517.0,27103,33226,25140.0,90.0740384,2.862216337,4.165412629,4.084150966,50.08126166,42.26810329,13.98904472,61501,3.45421341,6.438107643,67.73968461,25.57215755,Demo,43.74285199,49.91873834,93.561892357,32.26031539,15149.0
285,MN,nobles,3185.0,3523.0,27105,21729,,61.23613604,4.174145152,26.05274058,20.28165125,48.77813061,42.26149386,15.38036725,53269,7.016457264,22.73150469,86.49287402,40.98606044,Rep,42.35813889,51.22186939,77.26849530999999,13.507125979999998,6708.0
286,MN,norman,1588.0,1049.0,27107,6638,,89.89153359,0.7532389270000001,4.820729135,1.76257909,49.80415788,34.1970473,21.79873456,52083,3.428042001,9.737747206,84.32932072,100.0,Demo,44.00421813999999,50.19584212,90.262252794,15.670679280000002,2637.0
287,MN,otter tail,12002.0,14688.0,27111,57694,,93.3875273,1.263562935,3.10430894,2.378063577,49.74520747,33.19235969,22.31774535,53351,4.040924228,8.273547508,75.94299472,73.58951538,Rep,44.48989496,50.25479253,91.72645249199999,24.05700528,26690.0
288,MN,pennington,2582.0,2573.0,27113,14156,10790.0,91.21927098,1.511726476,3.383724216,1.723650749,49.69624188,38.61966657,16.67137609,51156,3.316326531,8.482972136,82.61093911,36.23115578,Demo,44.70895734,50.30375812,91.517027864,17.389060889999996,5155.0
289,MN,pine,5648.0,5528.0,27115,29067,,89.60677056,1.985068979,2.762582998,1.689200812,46.50978773,33.11315237,18.31630371,45379,6.559442633,10.94595878,86.21901415,89.30084034,Demo,48.570543920000006,53.49021227,89.05404122,13.780985849999993,11176.0
290,MN,pope,2851.0,2443.0,27121,10975,,96.66514806,0.446469248,1.1845102509999998,0.974943052,49.49430524,32.59225513,23.08883827,55180,3.670705631,6.5047810770000005,77.52893809999998,100.0,Demo,44.318906600000005,50.50569476,93.495218923,22.471061900000024,5294.0
